id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
90647,1726,Mega Man & Bass,"After Mega Man 8, Dr. Wily's whereabouts were still unknown, and he built a new castle to prepare his comeback. But a robot calling himself King appeared planning to conquer the Earth, believed that robots were not meant to simply serve humans, but rather that they were superior and therefore should rule the Earth. King ousted Dr. Wily from his own new castle, and he stole the data of robots created by Dr. Wily and Dr. Light to form his own robot army. To stop King, Dr. Wily and Light made a truce and sent Mega Man and Bass to put a stop to King's rebellion. When King attacked a robot museum to gather its data for his army, Proto Man attempted to stop him, but King cut him in half with his axe and he is sent to Dr. Light's Laboratory for repairs. Mega Man/Bass confronted King, but he withdrew, claiming not to have time for them, and left the Green Devil to take care of them. Mega Man and Bass set out to put a stop to King's plans.",1998-04-24 00:00:00.000,7,NULL,NULL,NULL,70.3330,37
83983,117663,Megacop,NULL,1998-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
158975,47622,Melon Chan's Growth Diary,NULL,1998-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119346,12898,Men in Black: The Game,"Protecting the earth from the scum of the universe. Now it's your turn... ...to join the Men In Black in an all new adventure. Choose to play any of the leading character's from the film: Will Smith, Tommy Lee Jones or Linda Fiorentino. Prepare yourself for the scum of the universe with combat training at MiB HQ, your very own black suite and an arsenal of weapon's that are out of this world... just like the bad guy's!

ALL THE ALIENS, ALL THE ACTION AND ALL THE ADVENTURE!",1998-04-04 00:00:00.000,3,NULL,NULL,NULL,NULL,NULL
130745,115487,Mercenaries of Astonia,NULL,1998-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
63130,140159,Merriment Carrying Caravan,NULL,1998-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92252,222670,Message Navi Vol. 2,NULL,1998-02-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184901,375,Metal Gear Solid,"Metal Gear Solid takes place in an alternate history in which the Cold War continued into the 1990s, ending at some point near the end of the 20th century. Coming out of retirement, special agent Solid Snake is called back into the line of duty to take on rogue members of Foxhound, a crack government anti-terrorist squad threatening to launch nuclear-weapons on the White House unless they receive their $1 billion ransom. With only 24 hours to sabotage Foxhound's threat, Snake must infiltrate enemy lines, rescue the two hostages and thwart the terrorists' plans. The demons of his past will challenge him and his will as a soldier shall be tested, as Snake fights to save the world from nuclear devastation.",1998-09-03 00:00:00.000,418,NULL,80.0000,1,90.5708,1147
88826,1407,Metal Slug 2,"General Donald Morden, the antagonist from the first game is back once more with his army, bent on taking over the world. It is up to the Peregrine Falcon squad, who are now joined by two new characters: Eri Kasamoto and Fiolina Germi of the Sparrows Intelligence Unit, to save the day. As the levels unfold, it turns out that Morden has allied with Martians to help facilitate his plans. Eventually the tables are turned when Morden comes under attack and is betrayed by his Martian allies. An ad-hoc alliance is formed between the Peregrine Falcon squad and General Morden's army to combat the greater alien threat.",1998-01-02 00:00:00.000,31,NULL,NULL,NULL,81.1112,116
66892,77988,Metal Slug 2: Super Vehicle - 001/II,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19899,19586,Metro-Police,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117310,71669,Michael Owen's World League Soccer '99,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49219,169271,Micky's adventure,NULL,1998-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126072,81214,Microshaft Winblows 98,"Microshaft Winblows 98 is a 1998 interactive comedy video game for Windows and the Classic Mac OS. It parodies the then-popular Windows 95 operating system, as well as Microsoft co-founder Bill Gates. Released by Palladium Interactive during the United States v. Microsoft Corp. case and at a time when Microsoft, Windows, and Gates were easy targets for jokes, the game offers a satirical take on this ripe subject matter.",1998-01-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181201,36536,Microsoft Combat Flight Simulator: WWII Europe Series,NULL,1998-12-01 00:00:00.000,NULL,NULL,NULL,NULL,70.5994,5
125887,77008,Microsoft Golf 1998 Edition,NULL,1998-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139401,62240,Microsoft Golf 1999 Edition,NULL,1998-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160728,16968,Microsoft Pinball Arcade,NULL,1998-12-15 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
15202,84228,Microsoft Revenge of Arcade,NULL,1998-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128454,8196,Microsoft Spider Solitaire,NULL,1998-06-25 00:00:00.000,14,NULL,NULL,NULL,70.4431,25
52513,53357,Might & Magic Collection,NULL,1998-04-30 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
67783,790,Might and Magic VI: The Mandate of Heaven,NULL,1998-04-30 00:00:00.000,16,NULL,NULL,NULL,87.3639,26
179389,60575,Mikagura Shoujo Tanteidan,"Mikagura Tokito, the director of a detective agency, disappeared suddenly after an accident. Three girls decides to continue his work and to investigate: Tomoe, Shigeno and Chizuru.",1998-09-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1818,3410,Mike Piazza's Strike Zone,NULL,1998-06-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20073,198820,Millipede,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4451,3411,Milo's Astro Lanes,NULL,1998-11-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101570,37927,Mini-Yonku Let's & Go!! Power WGP 2,NULL,1998-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155161,172405,Mission Sunlight,"The events take place in a museum in some future city, where the sun from the sky, as well as colors from Van Gogh paintings, have suddenly disappeared. The player's task is to restore everything by 'going' inside those paintings and fixing them.",1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23222,92966,Mitsumete Knight,NULL,1998-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152946,166164,Mitsumete Knight R: Daibouken Hen,NULL,1998-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130359,43839,Mizzurna Falls,NULL,1998-12-23 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
92258,28191,MLB 99,NULL,1998-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37536,75725,Mobile Suit Gundam Gihren's Greed,NULL,1998-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45875,64411,Momotaro Densetsu,NULL,1998-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65213,64414,Momotaro Dentetsu Jr.: Zenkoku Ramen Meguri no Maki,NULL,1998-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27168,3413,Monaco Grand Prix,NULL,1998-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
91251,130556,Monarch Monarch,NULL,1998-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126879,3542,Monster Truck Madness 2,NULL,1998-04-30 00:00:00.000,1,NULL,NULL,NULL,69.8550,8
177088,135103,Montezuma's Return!,"Max Montezuma is a soldier descended from an ancient Aztec emperor. Max stumbles across a deserted, uncharted island, and accidentally crashes his plane on it. Prior to Max's arrival, the island is undiscovered. Max only has a flashlight, canteen, and an entire lost Aztec civilization before him. He must restore the desecrated tomb of his ancestors, discover the link between the ancient Aztecs and a race of saucer-flying aliens, and more, in his adventure.",1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46366,94509,Monty Python's Looney Bin,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20189,198824,Moon Patrol,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16266,3543,Morita Shogi 64,NULL,1998-04-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179554,73460,Morpheus,"In Morpheus, you play an arctic explorer desperately intent on solving the mystery of his father's disappearance, some 30 years earlier. You discover a mysterious ship, the Herculania, stuck and seemingly lifeless in the ice. You board and explore the vessel.

Consumed by twisted and hallucinogenic visions, you set out to learn the mystery of the ship's passengers. In doing so you are enveloped in a world of danger, mystery and intrigue.",1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76426,81899,Mortal Kombat & Mortal Kombat II,NULL,1998-09-10 00:00:00.000,NULL,NULL,NULL,NULL,63.0000,3
180787,200683,Mortal Kombat 4,NULL,1998-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192586,10561,Moto Racer 2,NULL,1998-08-31 00:00:00.000,2,NULL,NULL,NULL,84.1347,11
59394,10260,Motocross Madness,NULL,1998-08-14 00:00:00.000,2,NULL,NULL,NULL,79.9502,12
91637,22824,Motorhead,NULL,1998-04-01 00:00:00.000,NULL,NULL,79.0000,1,40.0000,1
57956,63662,Mujintou Monogatari 4,NULL,1998-09-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21119,62545,Mujintou Monogatari R: Futari no Love Love Ai Land,NULL,1998-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184676,203659,Mulan,NULL,1998-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110713,60260,Murder on the Eurasia Express,NULL,1998-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176434,131289,Music: Music Creation for the PlayStation,NULL,1998-09-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
111968,108154,My Little Pony: Friendship Gardens,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125841,66797,Mysteriet på Greveholm 2: Resan till Planutus,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164776,221464,Mystic Mind: Yureru Omoi,"The game begins when the player's character is transferred to a private high school where he will meet the other main character of the game, and the game will start there.

The game features different endings depending on the player's choices and character development during the gameplay. So now it is up to the player to succeed in finding love or not.",1998-09-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121824,799,Myth II: Soulblighter,NULL,1998-11-30 00:00:00.000,2,NULL,NULL,NULL,80.0190,6
137185,68807,N₂O Nitrous Oxide,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131653,45094,N2O: Nitrous Oxide,NULL,1998-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185714,2534,NAM,NULL,1998-07-31 00:00:00.000,2,NULL,NULL,NULL,60.0000,4
5939,44787,Namco Anthology Vol .1,NULL,1998-07-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151827,44786,Namco Anthology Vol. 2,NULL,1998-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155774,220249,Namco History Vol. 3,NULL,1998-06-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155773,220250,Namco History Vol. 4,NULL,1998-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49508,7620,Nancy Drew: Secrets Can Kill,NULL,1998-12-23 00:00:00.000,1,NULL,NULL,NULL,63.9408,7
163101,143672,Naniwa Wangan Battle,NULL,1998-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142592,70818,Nanosaur,NULL,1998-04-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96561,132169,Napoleon Solitaire,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124420,3547,NASCAR 99,NULL,1998-09-11 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
173293,69565,NASCAR Racing - 1999 Edition,NULL,1998-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176116,43719,NBA in the Zone '98,NULL,1998-02-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127638,3551,NBA Jam 99,NULL,1998-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56981,217742,NBA Live 98,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103273,811,NBA Live 99,NULL,1998-10-31 00:00:00.000,1,NULL,NULL,NULL,78.5190,12
65352,20262,NBA ShootOut 98,NULL,1998-04-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66456,43713,NCAA Football '99,NULL,1998-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124129,43711,NCAA GameBreaker '99,NULL,1998-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13717,43710,NCAA March Madness '98,NULL,1998-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173300,43824,NCAA March Madness 99,NULL,1998-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99725,49094,Nectaris GB,NULL,1998-03-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149209,92,Need for Speed III: Hot Pursuit,NULL,1998-03-25 00:00:00.000,55,NULL,NULL,NULL,78.9048,182
33542,166364,Neo ATLAS,NULL,1998-12-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18694,75492,Neo Cherry Master,NULL,1998-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84131,75494,Neo Geo Cup '98 PLUS,NULL,1998-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172790,43976,Neo Geo Cup '98 Plus Color,NULL,1998-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183846,39529,Neo Geo Cup '98: The Road to the Victory,NULL,1998-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63618,75881,Neon Genesis Evangelion: Eva to Yukai na Nakamatachi,NULL,1998-07-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82661,43698,Neon Genesis Evangelion: Koutetsu no Girlfriend,NULL,1998-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147191,94652,Nethergate,"The time is 60 AD. The Roman Empire is at the height of its power, under the rule of the cruel Emperor Nero. The isle of Britannia is wracked by rebellion against its Roman masters, as the Celtic tribes ransack city after city.

In the depths of the wilderness, the village of Nethergate, forgotten and ignored, is hatching a conspiracy. They will conspire with the faery kingdoms, the dark, secret, wild powers, to destroy their Roman conquerors. Magic is dying, but there is enough of it left to put an end the the Empire. Your job is to help them. Or, your job is to stop them.",1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25972,49113,Nettou Real Bout Garou Densetsu Special,NULL,1998-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156370,3556,New Japan Pro Wrestling: Tōhkon Road Brave Spirits,NULL,1998-01-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66590,3557,"New Japan Pro Wrestling: Tōhkon Road Brave Spirits 2, The Next Generation",NULL,1998-12-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61179,22842,Newman/Haas Racing,NULL,1998-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129806,45218,NFL GameDay 99,NULL,1998-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33952,47756,NFL Quarterback Club 99,NULL,1998-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157646,3561,NHL 99,NULL,1998-09-30 00:00:00.000,1,NULL,NULL,NULL,69.9604,15
133486,3563,NHL Breakaway 98,NULL,1998-02-26 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
123951,3564,NHL Breakaway 99,NULL,1998-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12179,80403,Nightfall,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173732,27379,Nightlong: Union City Conspiracy,NULL,1998-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
91157,176133,"Nihon Daihyou Team no Kantoku ni Narou! Sekaihatsu, Soccer RPG",NULL,1998-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144795,18941,Ninja: Shadow of Darkness,NULL,1998-09-30 00:00:00.000,3,1,NULL,NULL,69.9925,5
155895,206367,Nintendo Mini Classic: Snoopy Tennis,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156071,206372,Nintendo Mini Classics: Carrera,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155896,206361,Nintendo Mini Classics: Donkey Kong,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177695,206359,Nintendo Mini Classics: Donkey Kong Junior,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187944,206363,Nintendo Mini Classics: Mario's Cement Factory,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114516,206364,Nintendo Mini Classics: Octopus,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187949,206365,Nintendo Mini Classics: Oil Panic,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187938,206366,Nintendo Mini Classics: Parachute,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187932,206379,Nintendo Mini Classics: Soccer,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156032,206385,Nintendo Mini Classics: Star Trek,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114182,206386,Nintendo Mini Classics: Star Trek - The Next Generation,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156277,206388,Nintendo Mini Classics: Sudoku,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155968,206368,Nintendo Mini Classics: Super Mario Bros.,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137099,206378,Nintendo Mini Classics: The Smurfs,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156271,206390,Nintendo Mini Classics: Yu-Gi-Oh!,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155976,206370,Nintendo Mini Classics: Zelda,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123002,4107,No One Can Stop Mr. Domino!,"The game includes 6 stages: a casino, a grocery store, a family home, a local park, an amusement park, and a city. Each stage is set up like a racetrack as the character will go back to the starting point after each lap. The player can make as many laps as needed to clear a given stage. When the level is cleared, the player will proceed to the next stage. 
 
Once a stage starts, the character will start to run, and he/she will not stop running. To control the character's speed and where he runs, the player dictates movement with the D-Pad. The characters that are not under the player's control will attempt to hinder the avatar's progress in ways such as throwing dice, turning on electrical wire, making fruit appear out of nowhere; making the evasion of such obstacles a primary concern of the player. 
 
A game element called a ""trick tile"", places the dominoes effectively by input of the Circle, X, Triangle, or Square button. This will place a domino on the current path. The player can continue to keep placing dominoes by holding down one of the aforementioned buttons. 
 
When a full lap is completed around the stage and returned to where the first domino was laid, the character will bump into the domino. The dominoes will begin an effect of inertia, and the character will stand still while the dominoes are falling. 
 
While active, the character's stamina will decrease. This is signified by the character's body gradually darkening. If the character's stamina is depleted, the character will transform into an ordinary domino, and the game will end. This is prevented by encountering on special Recovery Tiles that can recover the character's stamina, but can only be used once for each tile. 
 
The player clears a stage by activation of the required number of trick tiles for each stage. The player heightens their score by activating the trick tiles in a shorter time and in as long of a chain as possible. If the stage is cleared with a High Score, the player will be able to unlock new characters.",1998-01-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83569,107619,NOëL: La Niege,"This time the game starts in the Christmas of 2014 when the player's character got injured skiing and he got help by three female high school students (Yumi Tachibana, Ryo Midorikawa, and Chisato Kadokura). After the incident, one of the girls (Yumi Tachibana) calls you on the video phone and told you that she wants to know how you are.",1998-02-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82406,78222,Noon,NULL,1998-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121559,896,Norm Koger's The Operational Art of War Vol 1: 1939-1955,NULL,1998-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97846,3565,Nushi Tsuri 64,NULL,1998-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49581,45213,O.D.T.: Escape... ...Or Die Trying,NULL,1998-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21723,171239,Ocean Bound,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176360,49015,Oddworld Adventures,"Though Adventures is based on Abe's Oddysee, it lacks almost the entire story. The game's plot is based around Paramonia and the Paramonian Temple, with Abe tasked to complete the Paramonian side of the Mudokon trials of Shrykull, followed by reuniting with Big Face.",1998-12-01 00:00:00.000,NULL,NULL,NULL,NULL,47.0000,2
190452,1000,Oddworld: Abe's Exoddus,"The game continues the story of Abe, charting his efforts to save his fellow Mudokons from another plot by the Glukkons to exploit them. Abe discovers that the Glukkons are enslaving Mudokons, this time to produce a drink called Soulstorm Brew, which uses Mudokon bones and tears as its ingredients. Abe must travel to the Soul Storm Brewery, stop those corporate villains and save the enslaved Mudokon workers.",1998-11-17 00:00:00.000,28,NULL,80.0000,2,83.1637,77
185302,50385,Of Light and Darkness: The Prophecy,NULL,1998-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190016,47754,Olympic Hockey 98,NULL,1998-03-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81784,3569,Olympic Hockey Nagano '98,NULL,1998-02-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167817,73068,Once and Future,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20855,72705,One ~Kagayaku Kisetsu he~,NULL,1998-06-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116950,94216,Operation,NULL,1998-11-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180761,203992,Option Tuning Car Battle,NULL,1998-01-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25931,49042,Otto's Ottifanten: Baby Bruno's Nightmare,NULL,1998-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
53188,57676,Outwars,NULL,1998-03-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
99413,136737,Pachinko 365 Nichi,NULL,1998-05-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69658,55962,Pachinko CR Daiku no Gen-San GB,NULL,1998-03-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88385,83307,Pachinko Sexy Reaction,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
189727,3731,Pajama Sam 2: Thunder and Lightning Aren't so Frightening,NULL,1998-10-02 00:00:00.000,1,NULL,NULL,NULL,76.8395,11
184976,1671,Panzer Dragoon Saga,NULL,1998-01-29 00:00:00.000,2,NULL,NULL,NULL,87.2245,15
92446,123266,Paranoia Scape,NULL,1998-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114853,7357,Parasite Eve,The story follows New York City police officer Aya Brea over a six-day span in 1997 as she attempts to stop the monster that is sparking the creation of a creature that will destroy the human race through spontaneous human combustion. Players are allowed to move freely around several open environments while utilizing a pausable real-time combat system along with several role-playing game elements.,1998-03-29 00:00:00.000,22,NULL,60.0000,2,83.7069,80
137932,90927,Pastel Chime: Koi no Skill Up,NULL,1998-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93952,70107,PC Fútbol 6.0,NULL,1998-01-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66503,98942,PC Fútbol 7,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93951,78273,PC Fútbol Selección Española '98,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125426,14708,Pen Pen TriIcelon,NULL,1998-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99792,1292,Penny Racers,NULL,1998-07-17 00:00:00.000,2,NULL,NULL,NULL,57.8571,5
140696,829,People's General,NULL,1998-08-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
103248,145305,Peret em Heru: For the Prisoners,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146281,43776,Peter Jacobsen's Golden Tee Golf,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176289,69971,PGA Tour Gold,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73376,84287,Philip José Farmer's Riverworld,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121320,18482,Phobia 2,NULL,1998-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57762,9513,Photopia,NULL,1998-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
35977,36090,Pilot Brothers 2,NULL,1998-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
121182,216248,Pinball Science,NULL,1998-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25453,146207,Pingus,"For a long time, the Pingus have lived happily in peace on the South Pole along with all the other animals. Everything was in balance and it seemed like nothing could disrupt their peace. The Pingus were happy and it seemed like this could never end. But then one day, things began to change slowly: the sky got darker and the earth got warmer. Firstly, they thought this was just a normal fluctuation in the world's climate, but things seemed to get worse and worse with every year. The snow began to melt away in a few areas and food became an issue. Other animals tried to leave the region to search for colder areas, but the Pingus knew that this wouldn't help: they knew that they had to do something about it. So the circle of the eldest came together to decide what to do about it. They decided to send out an expedition around the world to find the cause of this warming. The expedition consisted of hundreds of the bravest Pingus on the South Pole. And they picked you to lead them on their journey around the world. Since the journey will be dangerous and difficult, your first goal is the Island of Mogorok, also known as the Tutorial Island. According to the eldest, this island has always been the first stop of Pingus that were sent out into the world. The island consists of many areas that are ideal to teach the Pingus their abilities. The Pingus can learn to build bridges, climb, bash and use many other talents which they will need on their long and dangerous journey. While there, you can practice your abilities in commanding and guiding the Pingus. You can also get familiar with all the abilities the Pingus provide and learn to master them, since you will need all of them on your journey around the world. Now that you and the Pingus have arrived at Tutorial Island it is time ti take command and begin your mission. Good Luck!",1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176269,44980,Pitfall 3D: Beyond the Jungle,NULL,1998-03-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
125111,198849,Pitfall!,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62395,143770,Pixeline - og huset i eventyrskoven,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41207,69981,Plane Crazy,NULL,1998-09-30 00:00:00.000,1,1,NULL,NULL,NULL,NULL
118028,14679,Plasma Sword: Nightmare of Bilstein,NULL,1998-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
92342,180201,Pocket Family GB,NULL,1998-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171550,60294,Pocket Golf,NULL,1998-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5804,47734,Pocket Monsters Stadium,NULL,1998-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144084,86739,Pocket Puyo Puyo Sun,NULL,1998-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
